Disease Mesh ID	Name	isCommon
MESH:C564969	Multiminicore Myopathy	False
MESH:C564969	MULTIMINICORE MYOPATHY MULTICORE MYOPATHY WITH EXTERNAL OPHTHALMOPLEGIA	False
MESH:D053489	Enteritides, Mink Viral	False
MESH:D053489	Enteritis, Infectious, of Mink	False
MESH:D053489	Enteritis, Mink Viral	False
MESH:D053489	Mink Viral Enteritides	False
MESH:D053489	Viral Enteritides, Mink	False
MESH:D053489	Viral Enteritis, Mink	False
MESH:D015877	Constricted Pupil	False
MESH:D015877	Constricted Pupils	False
MESH:D015877	Mioses	False
MESH:D015877	Mioses, Persistent	False
MESH:D015877	Mioses, Pupillary	False
MESH:D015877	Miosis, Persistent	False
MESH:D015877	Miosis, Pupillary	False
MESH:D015877	Persistent Mioses	False
MESH:D015877	Persistent Miosis	False
MESH:D015877	Pupil, Constricted	False
MESH:D015877	Pupillary Mioses	False
MESH:D015877	Pupillary Miosis	False
MESH:D015877	Pupils, Constricted	False
MESH:D015877	Pupil, Small	False
MESH:D015877	Pupils, Small	False
MESH:D015877	Small Pupil	False
MESH:D015877	Small Pupils	False
MESH:C538367	Retinopathy, Pigmentary, And Mental Retardation	False
MESH:C538367	Retinopathy pigmentary mental retardation	False
MESH:D057792	Mirizzi's Syndrome	False
MESH:D057792	Mirizzis Syndrome	False
MESH:D057792	Syndrome, Mirizzi	False
MESH:D057792	Syndrome, Mirizzi's	False
MESH:D008924	Acariasis	False
MESH:D008924	Infestation, Mite	False
MESH:D008924	Infestations, Mite	False
MESH:D008924	Mange	False
MESH:D008924	Mite Infestation	False
MESH:C537475	Mitochondrial NADH dehydrogenase component of complex I, deficiency of	False
MESH:C537475	Nadh-Coenzyme Q Reductase Deficiency	False
MESH:C537475	NADH coenzyme q reductase deficiency	False
MESH:C537475	NADH:Q(1) Oxidoreductase deficiency	False
MESH:C565375	Succinate CoQ Reductase Deficiency	False
MESH:C565128	MC3DN1	False
MESH:C565128	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 1	False
MESH:D028361	Deficiencies, Oxidative Phosphorylation	False
MESH:D028361	Deficiencies, Respiratory Chain	False
MESH:D028361	Deficiency, Oxidative Phosphorylation	False
MESH:D028361	Deficiency, Respiratory Chain	False
MESH:D028361	Disease, Mitochondrial	False
MESH:D028361	Disorder, Mitochondrial	False
MESH:D028361	Disorders, Mitochondrial	False
MESH:D028361	Electron Transport Chain Deficiencies, Mitochondrial	False
MESH:D028361	Mitochondrial Disease	False
MESH:D028361	Mitochondrial Disorder	False
MESH:D028361	Mitochondrial Disorders	False
MESH:D028361	Mitochondrial Electron Transport Chain Deficiencies	False
MESH:D028361	Mitochondrial Respiratory Chain Deficiencies	False
MESH:D028361	Oxidative Phosphorylation Deficiencies	False
MESH:D028361	Oxidative Phosphorylation Deficiency	False
MESH:D028361	Phosphorylation Deficiencies, Oxidative	False
MESH:D028361	Phosphorylation Deficiency, Oxidative	False
MESH:D028361	Respiratory Chain Deficiencies, Mitochondrial	False
MESH:D028361	Respiratory Chain Deficiency	False
MESH:C563698	Mitochondrial DNA Depletion Myopathy, Autosomal Recessive	False
MESH:D017237	Encephalomyopathies, Mitochondrial	False
MESH:D017237	Encephalomyopathy, Mitochondrial	False
MESH:D017237	Mitochondrial Encephalomyopathy	False
MESH:D017240	Disease, Luft	False
MESH:D017240	Disease, Luft's	False
MESH:D017240	Luft Disease	False
MESH:D017240	Luft's Disease	False
MESH:D017240	Lufts Disease	False
MESH:D017240	Megaconial Myopathies	False
MESH:D017240	Megaconial Myopathy	False
MESH:D017240	Mitochondrial Myopathy	False
MESH:D017240	Myopathies, Mitochondrial	False
MESH:D017240	Myopathies, Pleoconial	False
MESH:D017240	Myopathy, Megaconial	False
MESH:D017240	Myopathy, Pleoconial	False
MESH:D017240	Pleoconial Myopathies	False
MESH:D017240	Pleoconial Myopathy	False
MESH:C564026	Mitochondrial Myopathy, Lipid Type	False
MESH:C537477	Mitochondrial DNA Depletion Syndrome 1	False
MESH:C537477	Mitochondrial DNA Depletion Syndrome 8A	False
MESH:C537477	MITOCHONDRIAL DNA DEPLETION SYNDROME 8A (ENCEPHALOMYOPATHIC TYPE WITH RENAL TUBULOPATHY)	False
MESH:C537477	Mitochondrial Dna Depletion Syndrome, Encephalomyopathic Form, With Renal Tubulopathy, Autosomal Recessive	False
MESH:C537477	MITOCHONDRIAL DNA DEPLETION SYNDROME, ENCEPHALOMYOPATHIC, WITH RENAL TUBULOPATHY, AUTOSOMAL RECESSIVE MITOCHONDRIAL DNA DEPLETION SYNDROME 8B (MNGIE TYPE), INCLUDED	False
MESH:C537477	Mitochondrial Myopathy with Sensorimotor Polyneuropathy, Ophthalmoplegia, and Pseudo-Obstruction	False
MESH:C537477	Mitochondrial Neurogastrointestinal Encephalopathy Disease	False
MESH:C537477	Mitochondrial Neurogastrointestinal Encephalopathy Syndrome, Rrm2b-Related	False
MESH:C537477	MITOCHONDRIAL NEUROGASTROINTESTINAL ENCEPHALOPATHY SYNDROME, RRM2B-RELATED, INCLUDED	False
MESH:C537477	MNGIE Disease	False
MESH:C537477	Mngie, Rrm2b-Related	False
MESH:C537477	MNGIE, RRM2B-RELATED, INCLUDED	False
MESH:C537477	MNGIE Syndrome	False
MESH:C537477	Mngie Without Leukoencephalopathy	False
MESH:C537477	MTDPS8A	False
MESH:C537477	MTDPS8B, INCLUDED	False
MESH:C537477	Myoneurogastrointestinal encephalopathy syndrome	False
MESH:C537477	Oculogastrointestinal Muscular Dystrophy	False
MESH:C537477	POLIP Syndrome	False
MESH:C537477	Polyneuropathy, ophthalmoplegia, leukoencephalopathy, and intestinal pseudoobstruction	False
MESH:C537477	Polyneuropathy, Ophthalmoplegia, Leukoencephalopathy, and Intestinal Pseudo-Obstruction	False
MESH:C537477	Thymidine Phosphorylase Deficiency	False
MESH:C563665	MPCD	False
MESH:D008944	Incompetence, Mitral	False
MESH:D008944	Incompetence, Mitral Valve	False
MESH:D008944	Insufficiency, Mitral	False
MESH:D008944	Insufficiency, Mitral Valve	False
MESH:D008944	Mitral Incompetence	False
MESH:D008944	Mitral Insufficiency	False
MESH:D008944	Mitral Regurgitation	False
MESH:D008944	Mitral Valve Incompetence	False
MESH:D008944	Mitral Valve Regurgitation	False
MESH:D008944	Regurgitation, Mitral	False
MESH:D008944	Regurgitation, Mitral Valve	False
MESH:D008944	Valve Incompetence, Mitral	False
MESH:D008944	Valve Insufficiency, Mitral	False
MESH:D008944	Valve Regurgitation, Mitral	False
MESH:D008945	Click Murmur Syndrome	False
MESH:D008945	Click-Murmur Syndrome	False
MESH:D008945	Click-Murmur Syndrome, Mitral	False
MESH:D008945	Click-Murmur Syndromes	False
MESH:D008945	Click-Murmur Syndrome, Systolic	False
MESH:D008945	Floppy Mitral Valve	False
MESH:D008945	Floppy Mitral Valves	False
MESH:D008945	Mitral Click Murmur Syndrome	False
MESH:D008945	Mitral Click-Murmur Syndrome	False
MESH:D008945	Mitral Valve, Floppy	False
MESH:D008945	Mitral Valve, Prolapsed	False
MESH:D008945	Mitral Valve Prolapses	False
MESH:D008945	Mitral Valve Prolapse Syndrome	False
MESH:D008945	Mitral Valves, Floppy	False
MESH:D008945	Mitral Valves, Prolapsed	False
MESH:D008945	Prolapsed Mitral Valve	False
MESH:D008945	Prolapsed Mitral Valves	False
MESH:D008945	Prolapse, Mitral Valve	False
MESH:D008945	Prolapses, Mitral Valve	False
MESH:D008945	Syndrome, Click-Murmur	False
MESH:D008945	Syndrome, Mitral Click-Murmur	False
MESH:D008945	Syndromes, Click-Murmur	False
MESH:D008945	Syndrome, Systolic Click-Murmur	False
MESH:D008945	Systolic Click Murmur Syndrome	False
MESH:D008945	Systolic Click-Murmur Syndrome	False
MESH:D008945	Valve, Prolapsed Mitral	False
MESH:D008945	Valve Prolapse, Mitral	False
MESH:D008945	Valve Prolapses, Mitral	False
MESH:D008945	Valves, Prolapsed Mitral	False
MESH:C537478	Barlow syndrome	False
MESH:C537478	Mitral regurgitation, familial	False
MESH:C537478	Myxomatous valvular disease, familial	False
MESH:C563573	Myxomatous Mitral Valve Prolapse 1	False
MESH:C564326	MITRAL VALVE PROLAPSE 2	False
MESH:C564326	MITRAL VALVE PROLAPSE, MYXOMATOUS 2	False
MESH:C564326	MMVP2	False
MESH:C564326	MVP2	False
MESH:C564326	Myxomatous Mitral Valve Prolapse 2	False
MESH:C563655	MITRAL VALVE PROLAPSE 3	False
MESH:C563655	MITRAL VALVE PROLAPSE, MYXOMATOUS 3	False
MESH:C563655	MMVP3	False
MESH:C563655	MVP3	False
MESH:C563655	Myxomatous Mitral Valve Prolapse 3	False
MESH:D008946	Mitral Stenoses	False
MESH:D008946	Mitral Stenosis	False
MESH:D008946	Mitral Valve Stenoses	False
MESH:D008946	Stenoses, Mitral	False
MESH:D008946	Stenoses, Mitral Valve	False
MESH:D008946	Stenosis, Mitral	False
MESH:D008946	Stenosis, Mitral Valve	False
MESH:D008946	Valve Stenoses, Mitral	False
MESH:D008946	Valve Stenosis, Mitral	False
MESH:D008947	Connective Tissue Disease, Mixed	False
MESH:D008947	MCTD	False
MESH:D008947	Sharp Syndrome	False
MESH:D008947	Syndrome, Sharp	False
MESH:D018198	Malignant Mixed Tumor	False
MESH:D018198	Malignant Mixed Tumors	False
MESH:D018198	Mixed Tumors, Malignant	False
MESH:D018198	Tumor, Malignant Mixed	False
MESH:D018198	Tumors, Malignant Mixed	False
MESH:D018199	Mesodermal Mixed Tumor	False
MESH:D018199	Mesodermal Mixed Tumors	False
MESH:D018199	Mixed Tumors, Mesodermal	False
MESH:D018199	Tumor, Mesodermal Mixed	False
MESH:D018199	Tumors, Mesodermal Mixed	False
MESH:D018200	Mullerian Mixed Tumor	False
MESH:D018200	Tumor, Mullerian Mixed	False
MESH:C567646	Miyoshi Myopathy 2	False
MESH:C567646	MMD2	False
MESH:C567645	Miyoshi Myopathy 3	False
MESH:C567645	MMD3	False
MESH:C537480	Miyoshi distal myopathy	False
MESH:C537480	Miyoshi Muscular Dystrophy 1	False
MESH:C537480	MIYOSHI MYOPATHY	False
MESH:C537480	Mmd1	False
MESH:C537480	Muscular dystrophy, distal, late onset, autosomal recessive	False
MESH:C537480	Muscular Dystrophy, Distal, Late-Onset, Autosomal Recessive	False
MESH:D051346	Ambulation Difficulty	False
MESH:D051346	Ambulatory Difficulty	False
MESH:D051346	Difficulty Ambulation	False
MESH:D051346	Difficulty Walking	False
MESH:D051346	Limitation, Mobility	False
MESH:D051346	Mobility Limitations	False
MESH:D020331	Congenital Oculofacial Paralysis, Moebius	False
MESH:D020331	Congenital Ophthalmoplegia and Facial Paresis	False
MESH:D020331	Möbius Sequence	False
MESH:D020331	Mobius Syndromes	False
MESH:D020331	Moebius Congenital Oculofacial Paralysis	False
MESH:D020331	Moebius Sequence	False
MESH:D020331	Moebius Spectrum	False
MESH:D020331	Moebius Syndrome	False
MESH:D020331	Moebius Syndromes	False
MESH:C564098	Tourette Syndrome, Modifier of	False
MESH:C565231	Maturity-Onset Diabetes of the Young, Type 6	False
MESH:C565231	MODY6	False
MESH:C565231	MODY, TYPE 6	False
MESH:C535807	MBS	False
MESH:C535807	MOBIUS SYNDROME	False
MESH:C535807	MOEBIUS SEQUENCE	False
MESH:C535807	MOEBIUS SYNDROME	False
MESH:C535808	DDP	False
MESH:C535808	DDS	False
MESH:C535808	Deafness (DFN-1) dystonia, mental deficiency and blindness	False
MESH:C535808	Deafness-dystonia-optic atrophy syndrome	False
MESH:C535808	Deafness-Dystonia-Optic Neuronopathy Syndrome	False
MESH:C535808	Deafness dystonia syndrome	False
MESH:C535808	Deafness-Dystonia Syndrome	False
MESH:C535808	Deafness Syndrome, Progressive, With Blindness, Dystonia, Fractures, And Mental Deficiency	False
MESH:C535808	Dystonia-Deafness Syndrome	False
MESH:C535808	Mohr-Tranebjærg Syndrome	False
MESH:C535808	MTS	False
MESH:C535809	Dwarfism, mental retardation, and eye abnormality	False
MESH:C535809	Mollica syndrome	False
MESH:C535809	Short stature, mental retardation and ocular alterations	False
MESH:C535810	Choroidal atrophy alopecia	False
MESH:C535810	Regional choroidal atrophy and alopecia	False
MESH:C535811	MOCODA	False
MESH:C535811	MOLYBDENUM COFACTOR DEFICIENCY, COMPLEMENTATION GROUP A	False
MESH:C535811	SULFITE OXIDASE, XANTHINE DEHYDROGENASE, AND ALDEHYDE OXIDASE, COMBINED DEFICIENCY OF	False
MESH:C564660	Mental Retardation, Obesity, Mandibular Prognathism, and Eye and Skin Anomalies	False
MESH:D050380	Calcific Scleroses, Medial	False
MESH:D050380	Calcific Sclerosis, Medial	False
MESH:D050380	Medial Calcific Scleroses	False
MESH:D050380	Medial Calcific Sclerosis	False
MESH:D050380	Mönckeberg Medial Calcific Sclerosis	False
MESH:D050380	Monckeberg Sclerosis	False
MESH:D050380	Mönckeberg Sclerosis	False
MESH:D050380	Monckeberg's Medial Calcific Sclerosis	False
MESH:D050380	Mönckeberg's Medial Calcific Sclerosis	False
MESH:D050380	Monckeberg's Sclerosis	False
MESH:D050380	Monckebergs Sclerosis	False
MESH:D050380	Mönckeberg's Sclerosis	False
MESH:D050380	Mönckebergs Sclerosis	False
MESH:D050380	Scleroses, Medial Calcific	False
MESH:D050380	Sclerosis, Medial Calcific	False
MESH:D050380	Sclerosis, Monckeberg Medial Calcific	False
MESH:D050380	Sclerosis, Mönckeberg Medial Calcific	False
MESH:D050380	Sclerosis, Monckeberg's	False
MESH:D050380	Sclerosis, Mönckeberg's	False
MESH:D049328	Blue Spot, Mongolian	False
MESH:D049328	Mongolian Blue Spot	False
MESH:D049328	Spot, Mongolian	False
MESH:D008989	Monieziases	False
MESH:D056734	Hair, Nodose	False
MESH:D056734	Hairs, Nodose	False
MESH:D056734	MNLIX	False
MESH:D056734	Monilethrices	False
MESH:D056734	Nodose Hair	False
MESH:D056734	Nodose Hairs	False
MESH:D008992	Disease, Monkey	False
MESH:D008992	Diseases, Monkey	False
MESH:D008992	Monkey Disease	False
MESH:D045908	Monkey Pox	False
MESH:D008998	Benign Monoclonal Gammapathies	False
MESH:D008998	Benign Monoclonal Gammapathy	False
MESH:D008998	Benign Monoclonal Gammopathies	False
MESH:D008998	Benign Monoclonal Gammopathy	False
MESH:D008998	Gammapathies, Benign Monoclonal	False
MESH:D008998	Gammapathy, Benign Monoclonal	False
MESH:D008998	Gammopathies, Benign Monoclonal	False
MESH:D008998	Gammopathy, Benign Monoclonal	False
MESH:D008998	Monoclonal Gammapathies, Benign	False
MESH:D008998	Monoclonal Gammapathy, Benign	False
MESH:D008998	Monoclonal Gammapathy of Undetermined Significance	False
MESH:D008998	Monoclonal Gammopathies, Benign	False
MESH:D008998	Monoclonal Gammopathy, Benign	False
MESH:C566173	Monocyte Carboxylesterase Deficiency	False
MESH:D018701	Infection, Mononegavirales	False
MESH:D018701	Infections, Mononegavirales	False
MESH:D018701	Mononegavirales Infection	False
MESH:D020422	Mononeuritides	False
MESH:D020422	Mononeuritis	False
MESH:D020422	Mononeuritis Multiplex	False
MESH:D020422	Mononeuropathy	False
MESH:D020422	Mononeuropathy Multiplex	False
MESH:D020422	Mononeuropathy Multiplex Syndrome	False
MESH:D020422	Mononeuropathy Multiplex Syndromes	False
MESH:D020422	Syndrome, Mononeuropathy Multiplex	False
MESH:D020422	Syndromes, Mononeuropathy Multiplex	False
MESH:D009006	Monosomies	False
MESH:C565370	Myelodysplasia and Leukemia Syndrome with Monosomy 7	False
MESH:D009011	Fracture, Monteggia's	False
MESH:D009011	Monteggia Fracture	False
MESH:D009011	Monteggias Fracture	False
MESH:D019964	Affective Disorder	False
MESH:D019964	Affective Disorders	False
MESH:D019964	Disorder, Affective	False
MESH:D019964	Disorder, Mood	False
MESH:D019964	Disorders, Affective	False
MESH:D019964	Disorders, Mood	False
MESH:D019964	Mood Disorder	False
MESH:D045828	Infection, Moraxella	False
MESH:D045828	Infection, Moraxellaceae	False
MESH:D045828	Infection, Psychobacter	False
MESH:D045828	Infections, Moraxella	False
MESH:D045828	Infections, Moraxellaceae	False
MESH:D045828	Infections, Psychobacter	False
MESH:D045828	Moraxellaceae Infection	False
MESH:D045828	Moraxella Infection	False
MESH:D045828	Moraxella Infections	False
MESH:D045828	Psychobacter Infection	False
MESH:D045828	Psychobacter Infections	False
MESH:D018185	Infection, Morbillivirus	False
MESH:D018185	Infections, Morbillivirus	False
MESH:D018185	Morbillivirus Infection	False
MESH:D055535	Disease, Morgellons	False
MESH:D055535	Morgellon	False
MESH:D055535	Morgellons	False
MESH:D055535	Morgellon's	False
MESH:D055535	Morgellons Syndrome	False
MESH:D055535	Syndrome, Morgellons	False
MESH:C536984	Mental retardation, truncal Obesity, Retinal dystrophy and Micropenis	False
MESH:C536984	Mental Retardation, Truncal Obesity, Retinal Dystrophy, And Micropenis	False
MESH:C536984	MENTAL RETARDATION, TRUNCAL OBESITY, RETINAL DYSTROPHY, AND MICROPENIS SYNDROME	False
MESH:C536984	MORMS	False
MESH:C536984	MORM SYNDROME	False
MESH:D048968	Sickness, Morning	False
MESH:D009021	Abuse, Morphine	False
MESH:D009021	Addiction, Morphine	False
MESH:D009021	Dependence, Morphine	False
MESH:D009021	Morphine Abuse	False
MESH:D009021	Morphine Addiction	False
MESH:C536987	Chromosomal mosaicism due to mitotic instability	False
MESH:C536987	Instability mitotic non disjunction syndrome	False
MESH:C536987	Mosaic variegated aneuploidy syndrome 1	False
MESH:C536987	MVA1	False
MESH:C536987	MVA Syndrome	False
MESH:D009041	Airsickness	False
MESH:D009041	Air Sickness	False
MESH:D009041	Carsickness	False
MESH:D009041	Car Sickness	False
MESH:D009041	Seasickness	False
MESH:D009041	Sea Sickness	False
MESH:D009041	Sickness, Air	False
MESH:D009041	Sickness, Car	False
MESH:D009041	Sickness, Motion	False
MESH:D009041	Sickness, Sea	False
MESH:D016472	Anterior Horn Cell Disease	False
MESH:D016472	Familial Motor Neuron Disease	False
MESH:D016472	Lateral Scleroses	False
MESH:D016472	Lateral Scleroses, Primary	False
MESH:D016472	Lateral Sclerosis	False
MESH:D016472	Lateral Sclerosis, Primary	False
MESH:D016472	Lower Motor Neuron Disease	False
MESH:D016472	Motor Neuron Disease, Familial	False
MESH:D016472	Motor Neuron Disease, Lower	False
MESH:D016472	Motor Neuron Diseases	False
MESH:D016472	Motor Neuron Disease, Secondary	False
MESH:D016472	Motor Neuron Disease, Upper	False
MESH:D016472	Motor System Disease	False
MESH:D016472	Motor System Diseases	False
MESH:D016472	Neuron Disease, Motor	False
MESH:D016472	Neuron Diseases, Motor	False
MESH:D016472	Primary Lateral Scleroses	False
MESH:D016472	Primary Lateral Sclerosis	False
MESH:D016472	Scleroses, Lateral	False
MESH:D016472	Scleroses, Primary Lateral	False
MESH:D016472	Sclerosis, Lateral	False
MESH:D016472	Sclerosis, Primary Lateral	False
MESH:D016472	Secondary Motor Neuron Disease	False
MESH:D016472	Upper Motor Neuron Disease	False
MESH:C536988	Lisker Garcia Ramos syndrome	False
MESH:C536988	Motor Neuropathy, Peripheral, with Dysautonomia	False
MESH:C536988	Peripheral motor neuropathy associated with autonomic dysfunction	False
MESH:D019957	Coordination Disorder, Developmental	False
MESH:D019957	Developmental Coordination Disorder	False
MESH:D019957	Developmental Coordination Disorders	False
MESH:D019957	Motor Skills Disorder	False
MESH:C536989	Bedouin spastic ataxia syndrome	False
MESH:D009056	Abnormalities, Mouth	False
MESH:D009056	Abnormality, Mouth	False
MESH:D009056	Mouth Abnormality	False
MESH:D009058	Breathing, Mouth	False
MESH:D009058	Breathings, Mouth	False
MESH:D009058	Mouth Breathings	False
MESH:D009059	Disease, Mouth	False
MESH:D009059	Diseases, Mouth	False
MESH:D009059	Mouth Disease	False
MESH:D009066	Edentulous Mouth	False
MESH:D009066	Edentulous Mouths	False
MESH:D009066	Mouth, Toothless	False
MESH:D009066	Toothless Mouth	False
MESH:D009062	Cancer, Mouth	False
MESH:D009062	Cancer of Mouth	False
MESH:D009062	Cancer of the Mouth	False
MESH:D009062	Cancer, Oral	False
MESH:D009062	Cancers, Mouth	False
MESH:D009062	Cancers, Oral	False
MESH:D009062	Mouth Cancer	False
MESH:D009062	Mouth Cancers	False
MESH:D009062	Mouth Neoplasm	False
MESH:D009062	Neoplasm, Mouth	False
MESH:D009062	Neoplasm, Oral	False
MESH:D009062	Neoplasms, Mouth	False
MESH:D009062	Neoplasms, Oral	False
MESH:D009062	Oral Cancer	False
MESH:D009062	Oral Cancers	False
MESH:D009062	Oral Neoplasm	False
MESH:D009062	Oral Neoplasms	False
MESH:D009069	Dyskinesia, Lingual-Facial-Buccal	False
MESH:D009069	Dyskinesia, Linguofacial	False
MESH:D009069	Dyskinesia, Oral	False
MESH:D009069	Dyskinesia, Oral-facial	False
MESH:D009069	Dyskinesia, Orofacial	False
MESH:D009069	Dyskinesias, Lingual-Facial-Buccal	False
MESH:D009069	Dyskinesias, Linguofacial	False
MESH:D009069	Dyskinesias, Oral	False
MESH:D009069	Dyskinesias, Oral-facial	False
MESH:D009069	Dyskinesias, Orofacial	False
MESH:D009069	Dyskinesias, Tardive	False
MESH:D009069	Dyskinesia Syndrome	False
MESH:D009069	Dyskinesia Syndromes	False
MESH:D009069	Dyskinesia, Tardive	False
MESH:D009069	Dystonias, Tardive	False
MESH:D009069	Dystonia, Tardive	False
MESH:D009069	Etat Marbre	False
MESH:D009069	Lingual Facial Buccal Dyskinesia	False
MESH:D009069	Lingual-Facial-Buccal Dyskinesia	False
MESH:D009069	Lingual-Facial-Buccal Dyskinesias	False
MESH:D009069	Linguofacial Dyskinesia	False
MESH:D009069	Linguofacial Dyskinesias	False
MESH:D009069	Movement Disorder	False
MESH:D009069	Movement Disorder Syndrome	False
MESH:D009069	Movement Disorder Syndromes	False
MESH:D009069	Oral Dyskinesia	False
MESH:D009069	Oral Dyskinesias	False
MESH:D009069	Oral facial Dyskinesia	False
MESH:D009069	Oral-facial Dyskinesia	False
MESH:D009069	Oral-facial Dyskinesias	False
MESH:D009069	Orofacial Dyskinesia	False
MESH:D009069	Orofacial Dyskinesias	False
MESH:D009069	Status Marmoratus	False
MESH:D009069	Tardive Dyskinesia	False
MESH:D009069	Tardive Dyskinesias	False
MESH:D009069	Tardive Dystonia	False
MESH:D009069	Tardive Dystonias	False
MESH:D009069	Tardive Oral Dyskinesia	False
MESH:D009069	Tardive Oral Dyskinesias	False
MESH:C536990	Hirschsprung disease mental retardation syndrome	False
MESH:C536990	Hirschsprung Disease-Mental Retardation Syndrome	False
MESH:C536990	Microcephaly, Mental Retardation, and Distinct Facial Features, with Or without Hirschsprung Disease	False
MESH:C536990	MOWS	False
MESH:D009072	Cerebrovascular Moyamoya Disease	False
MESH:D009072	Classic Moyamoya Disease	False
MESH:D009072	Disease, Classic Moyamoya	False
MESH:D009072	Disease, Moya-Moya	False
MESH:D009072	Disease, Primary Moyamoya	False
MESH:D009072	Moya Moya Disease	False
MESH:D009072	Moya-Moya Disease	False
MESH:D009072	Moyamoya Disease, Classic	False
MESH:D009072	Moyamoya Disease, Primary	False
MESH:D009072	Moyamoya Disease, Secondary	False
MESH:D009072	Moyamoya Diseases, Primary	False
MESH:D009072	Moyamoya Syndrome	False
MESH:D009072	Primary Moyamoya Disease	False
MESH:D009072	Primary Moyamoya Diseases	False
MESH:D009072	Progressive Intracranial Occlusive Arteropathy (Moyamoya)	False
MESH:D009072	Secondary Moyamoya Disease	False
MESH:C536991	MOYAMOYA DISEASE	False
MESH:C536991	MYMY	False
MESH:C536991	MYMY1	False
MESH:C536991	Spontaneous occlusion of the circle of Willis	False
MESH:C536992	MYMY2	False
MESH:C536993	MYMY3	False
MESH:D020267	MPTP Induced Degeneration of the Striatum	False
MESH:D020267	MPTP-Induced Degeneration of the Striatum	False
MESH:D020267	MPTP Induced Parkinsonism	False
MESH:D020267	MPTP-Induced Parkinsonism	False
MESH:D020267	MPTP Neurotoxicity Syndrome	False
MESH:D020267	MPTP Neurotoxicity Syndromes	False
MESH:D020267	Neurotoxicity Syndrome, MPTP	False
MESH:D020267	Neurotoxicity Syndromes, MPTP	False
MESH:D020267	Parkinsonism, MPTP-Induced	False
MESH:D020267	Poisoning, 1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine	False
MESH:D020267	Poisoning, MPTP	False
MESH:D017520	Mucinosis	False
MESH:D000507	Alopecia Mucinosa	False
MESH:D000507	Follicular Mucinoses	False
MESH:D000507	Follicular Mucinosis	False
MESH:D000507	Mucinoses, Follicular	False
MESH:D009078	Mucoceles	False
MESH:D009080	Kawasaki Disease	False
MESH:D009080	Kawasaki Syndrome	False
MESH:D009080	Lymph Node Syndrome, Mucocutaneous	False
MESH:D018298	Mucoepidermoid Tumors	False
MESH:D018298	Tumor, Mucoepidermoid	False
MESH:D018298	Tumors, Mucoepidermoid	False
MESH:D009081	Cell Disease, Inclusion	False
MESH:D009081	Cherry Red Spot Myoclonus Syndrome	False
MESH:D009081	Cherry Red Spot-Myoclonus Syndrome	False
MESH:D009081	Deficiencies, Glycoprotein Neuraminidase	False
MESH:D009081	Deficiency Disease, Ganglioside Sialidase	False
MESH:D009081	Deficiency, Glycoprotein Neuraminidase	False
MESH:D009081	Disease, Inclusion Cell	False
MESH:D009081	Ganglioside Sialidase Deficiency Disease	False
MESH:D009081	Glycoprotein Neuraminidase Deficiencies	False
MESH:D009081	Glycoprotein Neuraminidase Deficiency	False
MESH:D009081	I Cell Disease	False
MESH:D009081	I-Cell Disease	False
MESH:D009081	I-Cell Diseases	False
MESH:D009081	Inclusion Cell Disease	False
MESH:D009081	Inclusion Cell Diseases	False
MESH:D009081	Lipomucopolysaccharidoses	False
MESH:D009081	Lipomucopolysaccharidosis	False
MESH:D009081	ML4	False
MESH:D009081	ML IV	False
MESH:D009081	Mucolipidoses, Type I	False
MESH:D009081	Mucolipidoses, Type II	False
MESH:D009081	Mucolipidoses, Type III	False
MESH:D009081	Mucolipidoses, Type IV	False
MESH:D009081	Mucolipidosis	False
MESH:D009081	Mucolipidosis I	False
MESH:D009081	Mucolipidosis II	False
MESH:D009081	Mucolipidosis III	False
MESH:D009081	Mucolipidosis IIIa	False
MESH:D009081	Mucolipidosis III Alpha Beta	False
MESH:D009081	Mucolipidosis IIIs	False
MESH:D009081	Mucolipidosis Is	False
MESH:D009081	Mucolipidosis IV	False
MESH:D009081	Mucolipidosis Type 1	False
MESH:D009081	Mucolipidosis Type 1s	False
MESH:D009081	Mucolipidosis Type I	False
MESH:D009081	Mucolipidosis, Type I	False
MESH:D009081	Mucolipidosis Type II	False
MESH:D009081	Mucolipidosis, Type II	False
MESH:D009081	Mucolipidosis Type III	False
MESH:D009081	Mucolipidosis, Type III	False
MESH:D009081	Mucolipidosis Type Is	False
MESH:D009081	Mucolipidosis Type IV	False
MESH:D009081	Mucolipidosis, Type IV	False
MESH:D009081	Mucolipidosis Type IVs	False
MESH:D009081	Myoclonus Cherry Red Spot Syndrome	False
MESH:D009081	Myoclonus-Cherry Red Spot Syndrome	False
MESH:D009081	Neuraminidase Deficiencies, Glycoprotein	False
MESH:D009081	Neuraminidase Deficiency, Glycoprotein	False
MESH:D009081	Polydystrophy, Pseudo-Hurler	False
MESH:D009081	Pseudo Hurler Polydystrophy	False
MESH:D009081	Pseudo-Hurler Polydystrophy	False
MESH:D009081	Psuedo Hurler Disease	False
MESH:D009081	Psuedo-Hurler Disease	False
MESH:D009081	Psuedo-Hurler Diseases	False
MESH:D009081	Sialidoses	False
MESH:D009081	Sialidosis	False
MESH:D009081	Sialolipidoses	False
MESH:D009081	Sialolipidosis	False
MESH:D009081	Type III Mucolipidoses	False
MESH:D009081	Type III Mucolipidosis	False
MESH:D009081	Type II Mucolipidoses	False
MESH:D009081	Type II Mucolipidosis	False
